year,month,modern,Tmp,Rain,Evap,C_inp,FYM,PC,DPM_RPM
2012,8,96.26,23.156451612903226,6.86,22.269074504046323,0.3381716494543633,0,0,0.8
2012,9,96.0,18.43663888888889,26.86600000000001,10.552417877096508,0.2763278949431083,0,0,0.8
2012,10,96.10000000000001,13.69076948924731,13.937999999999999,3.738562507238408,0.2877380248922812,0,1,0.8
2012,11,96.02000000000001,8.276090066425121,13.13,1.143836904263409,0.16881875386503203,0,1,0.8
2012,12,95.94000000000001,6.622586693548386,5.656,1.3300324100350012,0.22107876906953922,0,1,0.8
2013,1,96.75,6.887975806451611,63.22600000000001,1.9380292248238773,0.15817162383334515,0,0,0.8
2013,2,96.64999999999999,5.416090773809523,79.386,1.6082861472151082,0.2042213155594335,0,0,0.8
2013,3,96.55,8.271781586021506,96.96,3.686920790260673,0.192817296025813,0,1,0.8
2013,4,96.44999999999999,10.543011805555555,56.964,7.221038795573187,0.2556777216916546,0,1,1.6
2013,5,96.35,11.13557190860215,47.47,6.7791393674704254,0.300927457543235,0,1,1.6
2013,6,96.25,16.352145833333335,70.49800000000002,11.19133997993652,0.2840980206213143,0,1,1.6
2013,7,96.28999999999999,23.17917338709677,14.342,20.029964022273198,0.347260962603808,0,0,1.6
2013,8,96.21,21.27396505376344,6.262,16.935033469988525,0.3347066254111706,0,0,0.8
2013,9,95.94999999999999,18.560125000000006,21.614,10.112126277815598,0.2829052530392546,0,0,0.8
2013,10,95.85,15.281229166666662,29.49200000000001,5.138513441557693,0.3041737457251488,0,1,0.8
2013,11,95.75,8.6383125,58.37800000000001,1.7507216022650245,0.1720407819253944,0,1,0.8
2013,12,95.64999999999999,4.50071438172043,24.644,1.0239302610155183,0.23964024369235362,0,1,0.8
2014,1,96.7,6.91567069892473,47.46999999999999,1.204074926460118,0.2009009805121758,0,0,0.8
2014,2,96.6,6.58740625,21.008,2.8829947198245063,0.23800897683305958,0,0,0.8
2014,3,96.5,9.62048185483871,56.964000000000006,6.86465149903837,0.16063996390630983,0,1,0.8
2014,4,96.39999999999999,13.987634722222223,35.956,10.002549464589572,0.32566222646925924,0,1,1.6
2014,5,96.3,14.3497063172043,34.541999999999994,13.562539885344876,0.2970674807530751,0,1,1.6
2014,6,96.2,19.332048611111112,58.776,17.57822577248064,0.3232992562808431,0,1,1.6
2014,7,96.1,20.24127688172043,44.440000000000005,16.297386583329878,0.27296718145833143,0,0,1.6
2014,8,96.0,20.653084677419347,25.652,16.231042991816366,0.29404073391960683,0,0,0.8
2014,9,95.89999999999999,19.8963125,55.95400000000001,11.274706156577407,0.27573686594674574,0,0,0.8
2014,10,95.8,16.34316061827957,32.724000000000004,5.856919948737396,0.3270421755612899,0,1,0.8
2014,11,95.7,10.134520833333333,99.78800000000003,1.310402194573081,0.18443568977028618,0,1,0.8
2014,12,95.6,6.601987231182795,42.42,1.299341713877795,0.22045525560027734,0,1,0.8
2015,1,96.65,5.466074596774193,46.46,1.8144281308326669,0.18636704490110612,0,0,0.8
2015,2,96.55,4.554815476190476,64.034,1.5026517635048493,0.15475742917402713,0,0,0.8
2015,3,96.45,9.500137768817202,88.678,5.734016981536264,0.19220501323994788,0,1,0.8
2015,4,96.35,12.704199999999998,21.008,10.060745965870234,0.26035791304158584,0,1,1.6
2015,5,96.35,16.324070564516127,2.626,15.528265075036686,0.25258702215356377,0,1,1.6
2015,6,96.15,20.250993055555554,42.824,18.349691613170656,0.2801289803571776,0,1,1.6
2015,7,96.05,23.22979838709678,34.946000000000005,21.717160983415727,0.2786712310758008,0,0,1.6
2015,8,96.11,21.738017473118283,19.189999999999998,18.798122139540013,0.2719377745928241,0,0,0.8
2015,9,96.03,16.82336944444444,13.331999999999999,9.687145423437077,0.2871075650478797,0,0,0.8
2015,10,95.75,13.510167338709682,33.330000000000005,4.841941218436375,0.3111872345277914,0,1,0.8
2015,11,95.65,10.340930555555554,27.472,1.8446291921002957,0.23186425723394158,0,1,0.8
2015,12,95.79,6.256395833333334,5.454,0.6243298369016703,0.19913234044564573,0,1,0.8
2016,1,96.60000000000001,7.2,81.2,1.1450722500000001,0.15814468858919606,0,0,0.8
2016,2,96.5,7.1,99.6,1.7692758992999993,0.15970615500784702,0,0,0.8
2016,3,96.4,7.6,64.4,3.721141351199999,0.23473714382217328,0,1,0.8
2016,4,96.3,10.2,20.8,6.7441077479999985,0.3110300363888684,0,1,1.6
2016,5,96.2,14.8,20.0,11.806169348399997,0.2555948069079968,0,1,1.6
2016,6,96.22,19.3,12.5,17.751575352000003,0.331542675519981,0,1,1.6
2016,7,96.0,21.6,34.5,18.166171829400003,0.3012875391744275,0,0,1.6
2016,8,96.06,22.1,3.6,20.67655553880001,0.2692967220748038,0,0,0.8
2016,9,95.98,19.8,12.7,11.2207834592,0.26881749936881977,0,0,0.8
2016,10,95.9,14.4,11.9,5.281186013599999,0.2965318621144354,0,1,0.8
2016,11,95.60000000000001,9.0,85.2,1.7985467135999995,0.18956331701440998,0,1,0.8
2016,12,95.74000000000001,6.2,12.7,0.4722117119999998,0.19995284386974133,0,1,0.8
2017,1,96.55000000000001,5.06267876344086,37.37,1.9601295669196768,0.21076532442181234,0,0,0.8
2017,2,96.45,8.280480654761908,28.88600000000001,2.369949361708293,0.18981805358282927,0,0,0.8
2017,3,96.35000000000001,11.02731787634409,32.11800000000001,7.150407213406988,0.21292789462481987,0,1,0.8
2017,4,96.33000000000001,12.794009027777776,5.656000000000001,14.635165767236318,0.33264759967214463,0,1,1.6
2017,5,96.15,17.40992338709678,74.742,15.174345870940668,0.3477122070901346,0,1,1.6
2017,6,96.05000000000001,21.294298611111113,42.622,16.248686998847507,0.2967814151598934,0,1,1.6
2017,7,96.09,22.062815860215053,15.756,20.958952386943135,0.3490580952881449,0,0,1.6
2017,8,95.85000000000001,21.624079301075266,36.36,17.149933206077733,0.323055206785579,0,0,0.8
2017,9,95.93,17.140497916666668,5.656000000000001,9.848087264616215,0.2764374844354936,0,0,0.8
2017,10,95.65,15.638098790322584,21.412,6.967025024428274,0.2780686034606542,0,1,0.8
2017,11,95.77000000000001,8.810162499999999,18.180000000000003,2.6827869952845096,0.1918107492896084,0,1,0.8
2017,12,95.45,5.944842069892473,58.58000000000002,1.1707461314458132,0.19040192899186142,0,1,0.8
2018,1,96.5,6.8930934139784945,115.34200000000001,1.674623615280012,0.23098194317804369,0,0,0.8
2018,2,96.39999999999999,4.846835565476192,35.754000000000005,1.8545191368073939,0.18054326606993082,0,0,0.8
2018,3,96.3,8.191313844086022,52.318,5.455574167677591,0.20358387435431274,0,1,0.8
2018,4,96.19999999999999,11.98709166666667,86.052,6.527238403823803,0.29244997577820664,0,1,1.6
2018,5,96.1,14.422921370967742,65.64800000000001,8.873373812827142,0.32852129848445466,0,1,1.6
2018,6,96.0,19.063881944444443,39.39,11.556766439052813,0.3293230721330156,0,1,1.6
2018,7,95.89999999999999,21.980349462365588,117.76400000000002,14.992827297098781,0.28921200489124316,0,0,1.6
2018,8,95.96,22.453172043010753,0.0,17.71929664772765,0.26659980673358863,0,0,0.8
2018,9,95.69999999999999,20.07527777777778,45.45,10.089043969971392,0.2871254402810266,0,0,0.8
2018,10,95.6,13.655982526881724,28.482,4.441771099347957,0.32013435544126084,0,1,0.8
2018,11,95.5,9.189856944444443,60.802000000000014,1.053594012568207,0.18834912787696273,0,1,0.8
2018,12,95.39999999999999,8.254520161290321,25.855999999999998,1.4486459896111472,0.15402692718980218,0,1,0.8
2019,1,96.45,6.093131720430107,44.844,1.8610888834800328,0.23839738294752458,0,0,0.8
2019,2,96.35,7.7591919642857174,37.97600000000001,3.684157481105254,0.17039115419984502,0,0,0.8
2019,3,96.31,10.235943548387096,9.09,9.54604581586889,0.18407248885228156,0,1,0.8
2019,4,96.14999999999999,11.418480555555556,63.22600000000001,7.489424118666054,0.31382325354369534,0,1,1.6
2019,5,96.05,14.359954973118281,32.522,14.216634184525315,0.32782198149569436,0,1,1.6
2019,6,95.95,20.488104166666666,45.854000000000006,21.41793010474886,0.2984347876937039,0,1,1.6
2019,7,95.85,22.909260752688176,29.896000000000004,21.34108242526835,0.32146172013994934,0,0,1.6
2019,8,95.91,22.37980510752688,11.514,18.996583608776657,0.326356685236454,0,0,0.8
2019,9,95.64999999999999,18.3855625,64.83800000000001,10.053190155661921,0.30732321701322407,0,0,0.8
2019,10,95.55,15.35627620967742,30.098,5.673013409254305,0.3201996061788749,0,1,0.8
2019,11,95.45,8.784636805555555,119.98799999999997,1.4190759958461099,0.19933176294155755,0,1,0.8
2019,12,95.35,7.675431451612903,29.896000000000004,1.1695752764161524,0.23342218189722527,0,1,0.8
2020,1,96.4,5.2858474462365574,38.986000000000004,1.0070003216204224,0.19737679993470036,0,0,0.8
2020,2,96.34,9.723227011494256,10.504,3.397971018587573,0.18345542360862616,0,0,0.8
2020,3,96.2,9.555620295698924,100.59600000000002,5.060721124241758,0.20113077325673545,0,1,0.8
2020,4,96.1,12.685195138888885,61.408,3.966719051790426,0.25540398791739916,0,1,1.6
2020,5,96.0,17.77478494623656,39.188,14.41172473022779,0.31239097058521625,0,1,1.6
2020,6,95.9,18.40657430555556,47.066,12.495505351943518,0.31436507789320767,0,1,1.6
2020,7,95.94,22.230161290322584,9.09,21.811177141499417,0.34984330727856716,0,0,1.6
2020,8,95.7,21.789395161290322,32.926,16.394468608411493,0.3029053580462535,0,0,0.8
2020,9,95.6,18.804411805555553,28.078,12.815579730877577,0.25861786035785916,0,0,0.8
2020,10,95.5,12.888693963051937,30.704,4.5851050142053005,0.3294861247494638,0,1,0.8
2020,11,95.4,9.865588194444443,31.31000000000001,1.35273373934728,0.1702042688423631,0,1,0.8
2020,12,95.3,6.526835349462365,67.67,1.2201856139253997,0.19677908225979962,0,1,0.8
